onset	duration	trial_type	accuracy	response_time
8.517	2	encod	0	1.713
12.8	2	rest	n/a	n/a
23.484	2	remov	1	1.568
28.267	2	rest	n/a	n/a
39.134	2	encod	0	0.525
42.901	2	rest	n/a	n/a
54.034	2	maint	1	1.849
59.301	2	rest	n/a	n/a
70.251	2	remov	0	0
75.335	2	rest	n/a	n/a
85.885	2	maint	0	0
90.869	2	rest	n/a	n/a
101.436	2	maint	0	0.542
104.652	2	rest	n/a	n/a
115.569	2	maint	0	0.728
119.569	2	rest	n/a	n/a
130.22	2	encod	1	0.538
134.32	2	rest	n/a	n/a
144.887	2	maint	0	0.541
148.253	2	rest	n/a	n/a
158.454	2	maint	1	1.357
163.254	2	rest	n/a	n/a
173.754	2	maint	1	1.868
178.987	2	rest	n/a	n/a
189.854	2	encod	1	0.825
193.821	2	rest	n/a	n/a
204.705	2	maint	0	1.848
209.255	2	rest	n/a	n/a
220.038	2	remov	1	0.601
223.572	2	rest	n/a	n/a
233.739	2	maint	0	0.846
237.872	2	rest	n/a	n/a
248.139	2	remov	1	0.394
251.722	2	rest	n/a	n/a
261.456	2	encod	1	1.308
265.589	2	rest	n/a	n/a
275.84	2	maint	0	0
281.123	2	rest	n/a	n/a
291.89	2	maint	0	0
296.99	2	rest	n/a	n/a
307.29	2	maint	1	1.083
311.941	2	rest	n/a	n/a
322.024	2	maint	1	0.668
325.308	2	rest	n/a	n/a
336.474	2	encod	1	0.932
340.341	2	rest	n/a	n/a
350.741	2	encod	0	0
355.692	2	rest	n/a	n/a
366.092	2	encod	1	1.778
370.625	2	rest	n/a	n/a
381.326	2	encod	1	1.441
385.926	2	rest	n/a	n/a
396.109	2	encod	0	0
400.793	2	rest	n/a	n/a
411.76	2	maint	1	1.358
416.493	2	rest	n/a	n/a
427.693	2	encod	0	0
432.31	2	rest	n/a	n/a
442.827	2	encod	0	0
447.694	2	rest	n/a	n/a
