onset	duration	trial_type	accuracy	response_time
8.067	2	encod	0	1.375
12.05	2	rest	n/a	n/a
23.101	2	remov	1	0.782
27.084	2	rest	n/a	n/a
37.901	2	encod	0	0
43.168	2	rest	n/a	n/a
53.735	2	remov	0	0
59.268	2	rest	n/a	n/a
70.202	2	remov	0	0
74.919	2	rest	n/a	n/a
85.686	2	maint	0	1.58
90.286	2	rest	n/a	n/a
101.703	2	encod	1	1.01
105.569	2	rest	n/a	n/a
115.753	2	remov	0	1.722
120.653	2	rest	n/a	n/a
131.137	2	remov	0	1.262
135.487	2	rest	n/a	n/a
145.887	2	maint	1	0.975
149.971	2	rest	n/a	n/a
160.838	2	remov	0	1.613
165.238	2	rest	n/a	n/a
175.688	2	maint	1	1.114
180.005	2	rest	n/a	n/a
190.022	2	remov	0	1.089
194.405	2	rest	n/a	n/a
204.889	2	remov	1	0.956
209.189	2	rest	n/a	n/a
220.156	2	encod	1	1.692
225.323	2	rest	n/a	n/a
235.89	2	maint	1	1.012
240.023	2	rest	n/a	n/a
250.49	2	encod	0	1.138
254.773	2	rest	n/a	n/a
265.657	2	encod	1	0.887
269.19	2	rest	n/a	n/a
279.674	2	maint	1	1.144
283.624	2	rest	n/a	n/a
294.024	2	remov	1	0.977
298.024	2	rest	n/a	n/a
308.541	2	maint	1	1.082
312.308	2	rest	n/a	n/a
322.908	2	maint	1	0.872
326.525	2	rest	n/a	n/a
336.709	2	remov	1	1.922
341.509	2	rest	n/a	n/a
351.742	2	maint	1	1.333
356.443	2	rest	n/a	n/a
367.426	2	encod	0	1.671
371.926	2	rest	n/a	n/a
382.343	2	remov	0	1.243
386.593	2	rest	n/a	n/a
397.36	2	remov	0	1.191
401.61	2	rest	n/a	n/a
412.194	2	remov	1	1.108
416.411	2	rest	n/a	n/a
426.961	2	remov	1	0.989
431.061	2	rest	n/a	n/a
440.995	2	encod	1	1.05
445.178	2	rest	n/a	n/a
