onset	duration	trial_type	accuracy	response_time
8.683	2	remov	1	1.304
13.084	2	rest	n/a	n/a
23.384	2	encod	1	0.924
27.401	2	rest	n/a	n/a
38.051	2	remov	1	1.12
42.668	2	rest	n/a	n/a
52.918	2	encod	1	1.081
57.001	2	rest	n/a	n/a
67.635	2	remov	1	1.106
71.602	2	rest	n/a	n/a
82.052	2	encod	1	1.142
86.135	2	rest	n/a	n/a
96.552	2	remov	1	1.065
100.969	2	rest	n/a	n/a
111.686	2	encod	1	1.139
115.986	2	rest	n/a	n/a
126.72	2	encod	1	1.174
131.336	2	rest	n/a	n/a
142.153	2	maint	0	0
146.92	2	rest	n/a	n/a
158.437	2	encod	1	1.272
162.97	2	rest	n/a	n/a
173.771	2	encod	1	1.171
177.987	2	rest	n/a	n/a
189.121	2	encod	1	1.901
193.854	2	rest	n/a	n/a
204.655	2	maint	1	1.159
209.055	2	rest	n/a	n/a
219.372	2	encod	1	0.965
223.705	2	rest	n/a	n/a
234.355	2	maint	1	1.395
238.389	2	rest	n/a	n/a
248.922	2	encod	1	1.32
253.356	2	rest	n/a	n/a
263.839	2	remov	1	1.022
267.506	2	rest	n/a	n/a
277.906	2	remov	1	1.072
282.09	2	rest	n/a	n/a
292.757	2	encod	1	0.976
296.607	2	rest	n/a	n/a
306.707	2	encod	1	1.313
310.707	2	rest	n/a	n/a
321.024	2	maint	1	1.353
325.524	2	rest	n/a	n/a
336.241	2	remov	1	1.102
340.358	2	rest	n/a	n/a
350.258	2	remov	1	1.051
354.375	2	rest	n/a	n/a
364.642	2	remov	1	1.226
368.975	2	rest	n/a	n/a
379.292	2	encod	1	1.677
383.925	2	rest	n/a	n/a
394.259	2	maint	1	1.256
398.626	2	rest	n/a	n/a
409.076	2	maint	1	0.946
413.259	2	rest	n/a	n/a
423.643	2	encod	1	1.072
428.01	2	rest	n/a	n/a
438.96	2	remov	1	0.875
443.143	2	rest	n/a	n/a
