onset	duration	trial_type	accuracy	response_time
9.066	2	encod	0	0
13.633	2	rest	n/a	n/a
24.367	2	encod	0	0
29.384	2	rest	n/a	n/a
39.201	2	maint	1	1.922
43.717	2	rest	n/a	n/a
54.151	2	remov	0	0
59.651	2	rest	n/a	n/a
70.168	2	remov	0	0
75.201	2	rest	n/a	n/a
85.702	2	encod	0	0
90.702	2	rest	n/a	n/a
101.885	2	maint	1	1.464
106.669	2	rest	n/a	n/a
118.019	2	maint	0	0
122.869	2	rest	n/a	n/a
133.286	2	encod	0	0
138.67	2	rest	n/a	n/a
149.62	2	remov	0	0
154.87	2	rest	n/a	n/a
165.82	2	maint	0	0
170.687	2	rest	n/a	n/a
181.554	2	encod	0	0
186.688	2	rest	n/a	n/a
196.838	2	encod	0	0
201.388	2	rest	n/a	n/a
212.222	2	remov	0	0
217.288	2	rest	n/a	n/a
227.039	2	remov	0	0
232.205	2	rest	n/a	n/a
243.139	2	encod	0	0
247.722	2	rest	n/a	n/a
258.039	2	encod	0	0
262.989	2	rest	n/a	n/a
273.34	2	encod	0	0
278.156	2	rest	n/a	n/a
288.373	2	encod	0	0
293.84	2	rest	n/a	n/a
304.941	2	maint	0	1.594
310.041	2	rest	n/a	n/a
319.974	2	remov	0	0
324.591	2	rest	n/a	n/a
335.291	2	encod	0	0
340.191	2	rest	n/a	n/a
350.492	2	maint	0	1.727
355.408	2	rest	n/a	n/a
365.842	2	maint	0	0
370.926	2	rest	n/a	n/a
381.542	2	encod	0	0
386.843	2	rest	n/a	n/a
397.309	2	remov	0	1.459
402.226	2	rest	n/a	n/a
412.577	2	remov	1	1.958
417.41	2	rest	n/a	n/a
428.86	2	encod	1	1.933
434.01	2	rest	n/a	n/a
444.977	2	maint	1	1.727
449.944	2	rest	n/a	n/a
460.211	2	maint	0	0
465.611	2	rest	n/a	n/a
