onset	duration	trial_type	accuracy	response_time
8.75	2	remov	0	1.404
13.583	2	rest	n/a	n/a
23.884	2	encod	0	1.643
28.85	2	rest	n/a	n/a
39.651	2	remov	1	1.15
44.067	2	rest	n/a	n/a
55.001	2	maint	1	1.268
59.218	2	rest	n/a	n/a
69.335	2	encod	1	1.58
73.735	2	rest	n/a	n/a
84.752	2	maint	0	0.829
88.352	2	rest	n/a	n/a
98.535	2	encod	1	0.984
102.419	2	rest	n/a	n/a
112.386	2	encod	1	0.955
116.302	2	rest	n/a	n/a
126.219	2	maint	0	1.065
130.469	2	rest	n/a	n/a
141.07	2	remov	0	1.023
145.653	2	rest	n/a	n/a
156.337	2	remov	1	1.837
161.32	2	rest	n/a	n/a
171.27	2	remov	0	0.964
175.67	2	rest	n/a	n/a
186.421	2	remov	1	1.015
190.837	2	rest	n/a	n/a
201.038	2	remov	1	1.108
205.588	2	rest	n/a	n/a
216.288	2	maint	1	1.127
220.538	2	rest	n/a	n/a
230.489	2	encod	1	1.011
234.089	2	rest	n/a	n/a
244.189	2	remov	1	0.965
248.589	2	rest	n/a	n/a
258.806	2	maint	1	0.984
262.939	2	rest	n/a	n/a
273.539	2	remov	1	0.876
277.123	2	rest	n/a	n/a
288.023	2	encod	1	0.852
291.873	2	rest	n/a	n/a
302.59	2	remov	0	1.071
307.007	2	rest	n/a	n/a
317.324	2	remov	1	0.739
321.574	2	rest	n/a	n/a
332.141	2	encod	0	0.9
335.691	2	rest	n/a	n/a
347.191	2	remov	0	0
352.575	2	rest	n/a	n/a
362.992	2	remov	1	1.619
367.808	2	rest	n/a	n/a
377.792	2	remov	1	1.228
382.575	2	rest	n/a	n/a
392.876	2	encod	1	0.907
396.692	2	rest	n/a	n/a
407.726	2	maint	1	0.846
411.943	2	rest	n/a	n/a
422.56	2	maint	1	0.95
426.626	2	rest	n/a	n/a
436.977	2	maint	0	0.882
440.86	2	rest	n/a	n/a
