onset	duration	trial_type	accuracy	response_time
8.334	2	remov	1	1.284
12.967	2	rest	n/a	n/a
24.017	2	remov	1	1.751
28.351	2	rest	n/a	n/a
38.451	2	remov	1	1.259
42.751	2	rest	n/a	n/a
53.568	2	maint	1	1.012
57.668	2	rest	n/a	n/a
67.552	2	remov	1	1.284
71.552	2	rest	n/a	n/a
81.969	2	remov	0	1.327
86.686	2	rest	n/a	n/a
96.736	2	maint	1	0.915
101.169	2	rest	n/a	n/a
111.453	2	maint	1	1.062
116.02	2	rest	n/a	n/a
126.603	2	remov	1	1.094
131.253	2	rest	n/a	n/a
141.387	2	maint	1	1.687
146.604	2	rest	n/a	n/a
156.904	2	maint	1	1.338
161.587	2	rest	n/a	n/a
172.004	2	maint	1	1.182
175.921	2	rest	n/a	n/a
186.371	2	maint	1	0.856
190.121	2	rest	n/a	n/a
201.222	2	encod	1	0.909
205.255	2	rest	n/a	n/a
215.855	2	remov	1	1.093
219.656	2	rest	n/a	n/a
230.522	2	maint	0	1.298
235.306	2	rest	n/a	n/a
245.673	2	remov	1	0.947
249.723	2	rest	n/a	n/a
260.206	2	encod	0	0
265.69	2	rest	n/a	n/a
276.157	2	remov	1	1.253
280.94	2	rest	n/a	n/a
290.824	2	encod	1	1.163
295.507	2	rest	n/a	n/a
306.974	2	remov	1	1.287
311.308	2	rest	n/a	n/a
322.325	2	maint	1	1.075
326.008	2	rest	n/a	n/a
336.458	2	encod	1	1.773
341.025	2	rest	n/a	n/a
351.542	2	maint	1	0.911
355.926	2	rest	n/a	n/a
365.892	2	encod	1	1.154
369.876	2	rest	n/a	n/a
379.759	2	encod	1	1.009
383.359	2	rest	n/a	n/a
393.743	2	encod	1	1.432
397.993	2	rest	n/a	n/a
409.543	2	remov	1	0.879
413.043	2	rest	n/a	n/a
423.944	2	remov	1	0.987
428.444	2	rest	n/a	n/a
438.761	2	remov	1	1.005
442.994	2	rest	n/a	n/a
