onset	duration	trial_type	accuracy	response_time
8.483	2	remov	0	0
13.567	2	rest	n/a	n/a
24.05	2	maint	1	1.931
29.467	2	rest	n/a	n/a
40.534	2	maint	1	1.116
45.018	2	rest	n/a	n/a
55.285	2	maint	1	1.263
59.701	2	rest	n/a	n/a
70.635	2	remov	1	1.22
74.718	2	rest	n/a	n/a
85.385	2	maint	1	1.661
90.119	2	rest	n/a	n/a
100.802	2	remov	1	1.782
105.819	2	rest	n/a	n/a
116.653	2	maint	1	1.197
121.036	2	rest	n/a	n/a
131.636	2	remov	1	1.177
135.52	2	rest	n/a	n/a
145.337	2	encod	0	0
150.454	2	rest	n/a	n/a
160.921	2	maint	0	0.715
164.987	2	rest	n/a	n/a
175.738	2	encod	1	1.772
180.204	2	rest	n/a	n/a
190.788	2	maint	1	0.997
195.205	2	rest	n/a	n/a
205.455	2	encod	1	1.028
209.238	2	rest	n/a	n/a
219.239	2	encod	1	1.045
223.422	2	rest	n/a	n/a
233.356	2	encod	1	1.327
237.656	2	rest	n/a	n/a
248.039	2	encod	1	1.016
251.706	2	rest	n/a	n/a
262.356	2	encod	1	1.051
266.24	2	rest	n/a	n/a
277.24	2	encod	1	1.044
281.024	2	rest	n/a	n/a
292.157	2	encod	1	1.043
295.824	2	rest	n/a	n/a
306.074	2	remov	1	1.231
310.308	2	rest	n/a	n/a
321.108	2	remov	1	1.095
325.175	2	rest	n/a	n/a
335.875	2	encod	1	1.236
340.392	2	rest	n/a	n/a
350.792	2	remov	1	0.999
355.242	2	rest	n/a	n/a
366.509	2	maint	1	0.985
370.376	2	rest	n/a	n/a
380.926	2	encod	1	1.396
385.493	2	rest	n/a	n/a
396.01	2	remov	1	1.275
400.793	2	rest	n/a	n/a
410.877	2	remov	1	1.16
414.944	2	rest	n/a	n/a
425.444	2	remov	1	1.354
429.677	2	rest	n/a	n/a
440.078	2	remov	1	1.18
444.261	2	rest	n/a	n/a
