onset	duration	trial_type	accuracy	response_time
8.651	2	maint	1	1.45
13.301	2	rest	n/a	n/a
23.734	2	encod	0	1.891
28.485	2	rest	n/a	n/a
39.568	2	remov	0	0
44.968	2	rest	n/a	n/a
56.168	2	encod	0	0
61.702	2	rest	n/a	n/a
72.552	2	maint	0	0
77.402	2	rest	n/a	n/a
87.769	2	remov	0	0
92.969	2	rest	n/a	n/a
103.17	2	encod	1	1.92
108.57	2	rest	n/a	n/a
119.987	2	remov	0	0
125.487	2	rest	n/a	n/a
135.587	2	maint	0	0
140.287	2	rest	n/a	n/a
151.221	2	maint	0	0
156.521	2	rest	n/a	n/a
167.805	2	remov	0	0
172.605	2	rest	n/a	n/a
183.472	2	maint	0	0
188.805	2	rest	n/a	n/a
199.739	2	maint	0	0
204.755	2	rest	n/a	n/a
215.372	2	encod	0	0
220.189	2	rest	n/a	n/a
231.656	2	maint	0	0
236.44	2	rest	n/a	n/a
246.94	2	encod	0	0
252.357	2	rest	n/a	n/a
262.94	2	maint	0	0
267.957	2	rest	n/a	n/a
278.707	2	maint	0	0
283.557	2	rest	n/a	n/a
294.324	2	encod	0	0
299.375	2	rest	n/a	n/a
309.608	2	maint	0	0
314.558	2	rest	n/a	n/a
324.925	2	remov	0	0
330.242	2	rest	n/a	n/a
340.592	2	remov	0	0
345.892	2	rest	n/a	n/a
356.276	2	remov	0	0
361.293	2	rest	n/a	n/a
372.16	2	remov	0	0
377.476	2	rest	n/a	n/a
387.71	2	remov	0	0
392.66	2	rest	n/a	n/a
404.061	2	encod	1	1.39
408.111	2	rest	n/a	n/a
419.611	2	encod	0	0
424.978	2	rest	n/a	n/a
435.178	2	encod	0	0
439.978	2	rest	n/a	n/a
450.262	2	remov	0	0
455.062	2	rest	n/a	n/a
465.795	2	encod	0	0
471.095	2	rest	n/a	n/a
