onset	duration	trial_type	accuracy	response_time
8.166	2	encod	0	0
13.333	2	rest	n/a	n/a
24.15	2	remov	1	1.898
29.217	2	rest	n/a	n/a
40.401	2	remov	0	1.239
44.634	2	rest	n/a	n/a
55.384	2	remov	0	1.502
60.301	2	rest	n/a	n/a
71.251	2	maint	1	1.341
75.385	2	rest	n/a	n/a
85.218	2	encod	0	0
90.735	2	rest	n/a	n/a
101.035	2	encod	1	1.535
105.902	2	rest	n/a	n/a
115.652	2	encod	1	1.113
119.619	2	rest	n/a	n/a
129.903	2	remov	1	0.979
134.436	2	rest	n/a	n/a
145.586	2	remov	0	1.352
149.87	2	rest	n/a	n/a
160.87	2	remov	1	1.162
165.204	2	rest	n/a	n/a
175.554	2	remov	1	1.436
180.221	2	rest	n/a	n/a
190.254	2	encod	1	1.492
195.088	2	rest	n/a	n/a
206.055	2	maint	1	0.974
209.688	2	rest	n/a	n/a
220.322	2	remov	1	1.03
223.955	2	rest	n/a	n/a
235.072	2	remov	1	1.465
239.489	2	rest	n/a	n/a
250.656	2	encod	1	0.95
254.256	2	rest	n/a	n/a
264.456	2	encod	1	1.437
268.939	2	rest	n/a	n/a
279.19	2	encod	0	1.555
284.106	2	rest	n/a	n/a
294.507	2	remov	1	1.163
298.723	2	rest	n/a	n/a
309.074	2	encod	0	1.606
313.674	2	rest	n/a	n/a
325.191	2	remov	0	1.15
329.041	2	rest	n/a	n/a
340.024	2	maint	0	1.641
344.608	2	rest	n/a	n/a
355.658	2	remov	1	1.128
360.108	2	rest	n/a	n/a
371.225	2	maint	1	1.153
375.292	2	rest	n/a	n/a
385.959	2	encod	1	1.198
390.409	2	rest	n/a	n/a
400.109	2	maint	1	1.171
404.643	2	rest	n/a	n/a
415.526	2	remov	0	1.83
420.443	2	rest	n/a	n/a
431.443	2	encod	0	1.283
435.56	2	rest	n/a	n/a
445.76	2	encod	1	1.637
450.444	2	rest	n/a	n/a
