onset	duration	trial_type	accuracy	response_time
8.984	2	remov	1	0.893
13.134	2	rest	n/a	n/a
24.184	2	encod	1	1.256
28.201	2	rest	n/a	n/a
38.634	2	maint	1	1.41
42.685	2	rest	n/a	n/a
53.301	2	encod	0	1.047
57.802	2	rest	n/a	n/a
68.735	2	remov	1	1.751
73.485	2	rest	n/a	n/a
83.436	2	maint	0	0
88.952	2	rest	n/a	n/a
99.403	2	remov	1	1.025
103.303	2	rest	n/a	n/a
114.503	2	maint	1	0.97
118.586	2	rest	n/a	n/a
129.337	2	encod	0	1.029
133.787	2	rest	n/a	n/a
144.554	2	remov	0	0
149.487	2	rest	n/a	n/a
159.854	2	encod	1	1.496
163.954	2	rest	n/a	n/a
174.755	2	encod	0	1.627
179.005	2	rest	n/a	n/a
189.022	2	encod	1	0.385
192.172	2	rest	n/a	n/a
203.155	2	remov	0	0
207.989	2	rest	n/a	n/a
219.222	2	remov	0	0
224.672	2	rest	n/a	n/a
234.756	2	maint	1	1.179
238.689	2	rest	n/a	n/a
249.506	2	maint	0	0.628
253.506	2	rest	n/a	n/a
264.207	2	remov	1	1.145
268.89	2	rest	n/a	n/a
279.29	2	maint	0	0
284.341	2	rest	n/a	n/a
295.308	2	maint	1	1.61
299.708	2	rest	n/a	n/a
310.008	2	remov	0	1.535
314.708	2	rest	n/a	n/a
325.208	2	remov	1	1.123
329.575	2	rest	n/a	n/a
339.825	2	encod	1	0.823
343.975	2	rest	n/a	n/a
354.942	2	encod	1	1.494
359.859	2	rest	n/a	n/a
370.476	2	encod	0	0.943
374.276	2	rest	n/a	n/a
385.41	2	maint	1	1.83
390.377	2	rest	n/a	n/a
401.127	2	remov	0	0
405.86	2	rest	n/a	n/a
416.527	2	remov	1	1.481
421.327	2	rest	n/a	n/a
432.278	2	encod	1	1.208
436.111	2	rest	n/a	n/a
446.611	2	remov	0	0
451.711	2	rest	n/a	n/a
