onset	duration	trial_type	accuracy	response_time
8.284	2	encod	1	0.791
12.45	2	rest	n/a	n/a
23.584	2	encod	1	0.745
27.134	2	rest	n/a	n/a
37.051	2	remov	1	0.759
41.201	2	rest	n/a	n/a
51.451	2	encod	0	0.886
55.335	2	rest	n/a	n/a
66.152	2	encod	1	0.715
70.419	2	rest	n/a	n/a
80.635	2	maint	0	0.84
84.219	2	rest	n/a	n/a
94.619	2	remov	1	0.841
98.386	2	rest	n/a	n/a
109.086	2	encod	1	0.896
113.27	2	rest	n/a	n/a
123.12	2	maint	1	0.676
126.537	2	rest	n/a	n/a
137.254	2	remov	1	0.662
140.87	2	rest	n/a	n/a
152.087	2	maint	1	0.715
155.771	2	rest	n/a	n/a
165.738	2	maint	1	1.096
170.221	2	rest	n/a	n/a
180.871	2	encod	1	0.761
184.471	2	rest	n/a	n/a
195.155	2	encod	1	0.788
198.605	2	rest	n/a	n/a
208.639	2	remov	1	0.719
212.439	2	rest	n/a	n/a
222.672	2	encod	1	0.819
226.839	2	rest	n/a	n/a
237.023	2	maint	1	0.651
240.473	2	rest	n/a	n/a
251.39	2	encod	1	0.654
255.173	2	rest	n/a	n/a
265.273	2	remov	1	0.522
268.74	2	rest	n/a	n/a
279.54	2	encod	1	0.921
283.141	2	rest	n/a	n/a
294.074	2	remov	1	0.663
297.741	2	rest	n/a	n/a
308.591	2	maint	0	0.724
312.658	2	rest	n/a	n/a
323.842	2	remov	0	0.907
327.658	2	rest	n/a	n/a
338.075	2	remov	1	0.865
342.275	2	rest	n/a	n/a
352.876	2	maint	1	0.835
356.376	2	rest	n/a	n/a
366.576	2	maint	1	0.78
370.493	2	rest	n/a	n/a
380.276	2	encod	1	0.756
384.26	2	rest	n/a	n/a
395.327	2	maint	0	0.713
398.677	2	rest	n/a	n/a
409.077	2	encod	1	0.99
413.227	2	rest	n/a	n/a
423.611	2	encod	1	0.696
427.661	2	rest	n/a	n/a
