onset	duration	trial_type	accuracy	response_time
8.683	2	encod	0	0
13.933	2	rest	n/a	n/a
24.3	2	encod	1	0.776
27.667	2	rest	n/a	n/a
37.767	2	encod	1	0.688
41.151	2	rest	n/a	n/a
51.718	2	remov	0	0.44
55.484	2	rest	n/a	n/a
66.235	2	remov	1	0.918
70.018	2	rest	n/a	n/a
79.868	2	maint	1	0.818
83.402	2	rest	n/a	n/a
94.202	2	remov	0	0.461
97.369	2	rest	n/a	n/a
108.452	2	remov	0	0
113.536	2	rest	n/a	n/a
124.653	2	maint	1	0.663
128.519	2	rest	n/a	n/a
139.236	2	encod	1	0.679
143.32	2	rest	n/a	n/a
154.387	2	encod	1	1.027
158.77	2	rest	n/a	n/a
169.87	2	encod	1	0.932
173.821	2	rest	n/a	n/a
184.787	2	maint	1	1.291
189.588	2	rest	n/a	n/a
200.271	2	encod	1	0.669
203.921	2	rest	n/a	n/a
214.605	2	maint	1	1.414
218.838	2	rest	n/a	n/a
229.555	2	encod	1	0.769
233.705	2	rest	n/a	n/a
244.622	2	encod	1	1.006
248.389	2	rest	n/a	n/a
259.489	2	encod	1	0.848
263.189	2	rest	n/a	n/a
273.94	2	maint	1	0.889
277.79	2	rest	n/a	n/a
288.707	2	maint	1	1.656
292.973	2	rest	n/a	n/a
303.49	2	remov	0	0.744
307.474	2	rest	n/a	n/a
318.657	2	remov	0	0.083
321.691	2	rest	n/a	n/a
331.858	2	maint	1	0.876
335.658	2	rest	n/a	n/a
346.825	2	remov	0	0.429
350.591	2	rest	n/a	n/a
361.558	2	encod	1	0.583
364.858	2	rest	n/a	n/a
375.209	2	maint	1	0.729
378.959	2	rest	n/a	n/a
389.776	2	maint	1	0.801
393.826	2	rest	n/a	n/a
404.159	2	remov	1	0.388
407.309	2	rest	n/a	n/a
418.11	2	encod	1	0.801
422.026	2	rest	n/a	n/a
432.46	2	encod	1	1.256
437.06	2	rest	n/a	n/a
