onset	duration	trial_type	accuracy	response_time
8.45	2	encod	0	0
13.317	2	rest	n/a	n/a
24.35	2	remov	1	1.298
28.317	2	rest	n/a	n/a
38.551	2	maint	1	1.514
43.334	2	rest	n/a	n/a
53.618	2	encod	1	1.115
57.701	2	rest	n/a	n/a
68.835	2	maint	1	1.137
72.551	2	rest	n/a	n/a
83.018	2	remov	1	1.66
87.602	2	rest	n/a	n/a
98.502	2	encod	1	0.946
102.735	2	rest	n/a	n/a
113.986	2	encod	1	1.174
118.636	2	rest	n/a	n/a
129.253	2	encod	1	1.006
133.67	2	rest	n/a	n/a
144.42	2	remov	1	1.721
149.503	2	rest	n/a	n/a
159.87	2	maint	1	1.217
163.787	2	rest	n/a	n/a
174.187	2	remov	1	0.829
178.304	2	rest	n/a	n/a
188.421	2	maint	1	0.812
192.104	2	rest	n/a	n/a
203.304	2	encod	1	0.909
207.371	2	rest	n/a	n/a
218.105	2	encod	1	1.154
222.255	2	rest	n/a	n/a
232.672	2	encod	1	0.944
237.105	2	rest	n/a	n/a
247.872	2	encod	1	1.048
251.989	2	rest	n/a	n/a
262.723	2	remov	0	1.723
267.989	2	rest	n/a	n/a
278.506	2	maint	0	1.823
283.773	2	rest	n/a	n/a
294.79	2	maint	1	1.009
298.707	2	rest	n/a	n/a
309.024	2	encod	1	0.898
313.357	2	rest	n/a	n/a
324.107	2	remov	0	0.807
328.141	2	rest	n/a	n/a
339.158	2	remov	1	1.268
343.058	2	rest	n/a	n/a
353.941	2	encod	1	1.237
357.791	2	rest	n/a	n/a
367.592	2	encod	1	1.056
371.742	2	rest	n/a	n/a
382.725	2	maint	1	0.995
386.792	2	rest	n/a	n/a
397.926	2	maint	1	0.9
402.076	2	rest	n/a	n/a
413.459	2	maint	1	0.989
417.526	2	rest	n/a	n/a
427.893	2	maint	1	0.958
431.66	2	rest	n/a	n/a
442.727	2	maint	1	0.965
447.093	2	rest	n/a	n/a
