onset	duration	trial_type	accuracy	response_time
8.167	2	encod	0	0
13.484	2	rest	n/a	n/a
24.918	2	encod	1	1.328
29.101	2	rest	n/a	n/a
39.051	2	remov	0	0
44.085	2	rest	n/a	n/a
54.619	2	maint	0	1.082
59.169	2	rest	n/a	n/a
70.319	2	maint	0	0
75.352	2	rest	n/a	n/a
86.052	2	maint	0	0
91.069	2	rest	n/a	n/a
101.036	2	remov	0	0
105.803	2	rest	n/a	n/a
116.686	2	maint	0	1.521
121.603	2	rest	n/a	n/a
131.92	2	remov	0	0
136.904	2	rest	n/a	n/a
147.104	2	remov	0	0.811
151.421	2	rest	n/a	n/a
162.388	2	maint	0	1.841
167.488	2	rest	n/a	n/a
178.305	2	remov	0	1.799
183.105	2	rest	n/a	n/a
193.788	2	remov	1	1.968
198.422	2	rest	n/a	n/a
208.839	2	remov	0	0
213.839	2	rest	n/a	n/a
224.272	2	maint	1	1.379
228.556	2	rest	n/a	n/a
238.923	2	encod	0	1.1
243.039	2	rest	n/a	n/a
254.14	2	encod	0	1.19
258.656	2	rest	n/a	n/a
268.657	2	encod	0	0
273.99	2	rest	n/a	n/a
285.024	2	encod	0	1.486
289.757	2	rest	n/a	n/a
300.757	2	encod	1	1.62
305.324	2	rest	n/a	n/a
315.424	2	remov	0	0
320.625	2	rest	n/a	n/a
330.625	2	encod	1	1.574
335.008	2	rest	n/a	n/a
346.075	2	maint	0	1.337
350.258	2	rest	n/a	n/a
360.075	2	maint	1	0.785
363.909	2	rest	n/a	n/a
374.942	2	remov	0	1.497
379.642	2	rest	n/a	n/a
390.826	2	remov	0	1.608
395.959	2	rest	n/a	n/a
406.76	2	encod	1	1.211
410.676	2	rest	n/a	n/a
420.643	2	remov	0	0
426.06	2	rest	n/a	n/a
436.527	2	remov	0	0
441.377	2	rest	n/a	n/a
451.311	2	encod	0	1.518
455.661	2	rest	n/a	n/a
