onset	duration	trial_type	accuracy	response_time
8.333	2	encod	0	1.63
13.483	2	rest	n/a	n/a
24.6	2	remov	0	1.478
29.534	2	rest	n/a	n/a
40.201	2	remov	1	0.728
44.134	2	rest	n/a	n/a
54.784	2	encod	0	1.379
59.701	2	rest	n/a	n/a
70.168	2	maint	0	0.994
74.318	2	rest	n/a	n/a
84.552	2	maint	1	0.833
88.185	2	rest	n/a	n/a
98.852	2	remov	1	1.178
103.102	2	rest	n/a	n/a
112.902	2	maint	1	1.035
117.502	2	rest	n/a	n/a
127.603	2	encod	1	1.207
131.936	2	rest	n/a	n/a
142.67	2	maint	1	1.603
147.037	2	rest	n/a	n/a
157.17	2	maint	1	1.216
161.32	2	rest	n/a	n/a
172.32	2	encod	1	1.42
176.621	2	rest	n/a	n/a
187.104	2	remov	0	1.326
191.654	2	rest	n/a	n/a
202.038	2	remov	0	1.011
206.421	2	rest	n/a	n/a
217.555	2	maint	0	1.297
222.138	2	rest	n/a	n/a
232.305	2	remov	1	1.564
236.722	2	rest	n/a	n/a
247.306	2	encod	0	0
252.256	2	rest	n/a	n/a
262.673	2	encod	1	1.199
266.456	2	rest	n/a	n/a
277.356	2	encod	0	1.886
281.956	2	rest	n/a	n/a
291.957	2	remov	1	1.367
296.207	2	rest	n/a	n/a
307.507	2	remov	0	0.696
310.907	2	rest	n/a	n/a
321.757	2	maint	1	1.907
326.624	2	rest	n/a	n/a
337.024	2	remov	1	1.254
340.908	2	rest	n/a	n/a
351.475	2	encod	1	1.818
355.958	2	rest	n/a	n/a
367.275	2	encod	1	0.703
371.309	2	rest	n/a	n/a
382.359	2	encod	0	0
387.426	2	rest	n/a	n/a
398.092	2	remov	1	1.076
402.543	2	rest	n/a	n/a
413.243	2	maint	1	1.253
417.676	2	rest	n/a	n/a
428.277	2	remov	1	1.811
432.677	2	rest	n/a	n/a
443.644	2	remov	1	1.456
447.794	2	rest	n/a	n/a
