onset	duration	trial_type	accuracy	response_time
8.734	2	maint	1	1.459
13.217	2	rest	n/a	n/a
23.468	2	maint	0	1.02
27.718	2	rest	n/a	n/a
37.668	2	maint	0	1.011
41.951	2	rest	n/a	n/a
52.585	2	encod	1	1.226
57.168	2	rest	n/a	n/a
68.135	2	remov	0	0
72.852	2	rest	n/a	n/a
83.402	2	remov	0	0
88.169	2	rest	n/a	n/a
98.269	2	maint	0	1.183
102.169	2	rest	n/a	n/a
112.553	2	maint	1	1.209
116.353	2	rest	n/a	n/a
126.903	2	maint	0	1.553
131.07	2	rest	n/a	n/a
141.904	2	remov	1	0.952
145.487	2	rest	n/a	n/a
155.871	2	remov	0	1.389
160.587	2	rest	n/a	n/a
171.171	2	maint	0	0.93
175.604	2	rest	n/a	n/a
186.521	2	remov	0	0
191.388	2	rest	n/a	n/a
202.338	2	encod	0	1.104
206.405	2	rest	n/a	n/a
217.122	2	remov	0	1.064
221.172	2	rest	n/a	n/a
231.389	2	remov	0	1.194
235.239	2	rest	n/a	n/a
246.006	2	remov	0	1.292
250.49	2	rest	n/a	n/a
260.84	2	maint	1	1.776
265.64	2	rest	n/a	n/a
276.407	2	encod	0	0
281.074	2	rest	n/a	n/a
291.64	2	maint	1	1.021
295.357	2	rest	n/a	n/a
305.841	2	encod	0	0
310.774	2	rest	n/a	n/a
321.074	2	remov	1	0.962
324.958	2	rest	n/a	n/a
335.292	2	maint	0	1.262
339.958	2	rest	n/a	n/a
350.709	2	remov	1	1.506
355.659	2	rest	n/a	n/a
365.876	2	remov	1	1.332
370.226	2	rest	n/a	n/a
380.426	2	maint	1	1.225
385.226	2	rest	n/a	n/a
396.743	2	encod	0	1.618
401.143	2	rest	n/a	n/a
411.21	2	remov	1	1.216
415.993	2	rest	n/a	n/a
427.077	2	maint	0	1.825
432.144	2	rest	n/a	n/a
443.077	2	remov	0	1.176
447.327	2	rest	n/a	n/a
