onset	duration	trial_type	accuracy	response_time
8.3	2	encod	0	0
13.85	2	rest	n/a	n/a
24.584	2	maint	0	1.684
29.167	2	rest	n/a	n/a
39.551	2	maint	1	1.365
44.418	2	rest	n/a	n/a
54.635	2	remov	0	1.213
58.668	2	rest	n/a	n/a
69.935	2	remov	1	0.913
74.052	2	rest	n/a	n/a
84.435	2	remov	1	0.914
88.436	2	rest	n/a	n/a
99.819	2	maint	1	0.97
104.069	2	rest	n/a	n/a
114.353	2	remov	0	0
119.186	2	rest	n/a	n/a
129.553	2	remov	0	1.589
133.987	2	rest	n/a	n/a
144.704	2	maint	0	0.928
148.654	2	rest	n/a	n/a
159.221	2	maint	0	0
164.687	2	rest	n/a	n/a
175.538	2	maint	1	1.523
179.954	2	rest	n/a	n/a
190.505	2	encod	0	1.49
194.738	2	rest	n/a	n/a
205.288	2	maint	0	0.682
209.322	2	rest	n/a	n/a
219.955	2	remov	1	0.882
224.322	2	rest	n/a	n/a
235.189	2	encod	1	0.673
238.906	2	rest	n/a	n/a
249.856	2	remov	0	1.116
253.689	2	rest	n/a	n/a
264.606	2	remov	0	0
269.24	2	rest	n/a	n/a
279.723	2	encod	1	1.048
283.69	2	rest	n/a	n/a
294.34	2	remov	1	0.986
298.557	2	rest	n/a	n/a
308.674	2	remov	0	1.528
313.558	2	rest	n/a	n/a
324.224	2	encod	0	0
328.825	2	rest	n/a	n/a
339.342	2	maint	0	1.941
344.608	2	rest	n/a	n/a
355.209	2	remov	0	0.752
358.542	2	rest	n/a	n/a
369.942	2	remov	0	1.593
374.559	2	rest	n/a	n/a
385.459	2	remov	0	0.751
389.359	2	rest	n/a	n/a
399.76	2	remov	1	0.814
403.443	2	rest	n/a	n/a
413.36	2	remov	1	1.06
417.727	2	rest	n/a	n/a
428.36	2	maint	1	0.769
432.11	2	rest	n/a	n/a
442.577	2	encod	0	0.94
446.394	2	rest	n/a	n/a
