onset	duration	trial_type	accuracy	response_time
8.117	2	encod	1	1.662
12.667	2	rest	n/a	n/a
22.784	2	encod	0	1.358
27.367	2	rest	n/a	n/a
38.351	2	remov	0	0
43.518	2	rest	n/a	n/a
54.068	2	maint	0	0
58.885	2	rest	n/a	n/a
70.385	2	remov	1	1.159
74.502	2	rest	n/a	n/a
85.219	2	maint	1	1.266
89.319	2	rest	n/a	n/a
99.986	2	maint	0	0
104.919	2	rest	n/a	n/a
116.186	2	encod	1	1.181
120.336	2	rest	n/a	n/a
131.303	2	maint	1	1.73
135.97	2	rest	n/a	n/a
146.72	2	remov	1	1.706
151.921	2	rest	n/a	n/a
162.254	2	encod	1	1.352
166.221	2	rest	n/a	n/a
177.171	2	encod	1	1.111
181.605	2	rest	n/a	n/a
192.588	2	maint	0	1.975
197.238	2	rest	n/a	n/a
207.372	2	remov	1	1.168
211.989	2	rest	n/a	n/a
222.205	2	encod	1	1.407
227.072	2	rest	n/a	n/a
237.789	2	remov	0	0
243.189	2	rest	n/a	n/a
253.956	2	maint	1	1.02
257.723	2	rest	n/a	n/a
267.94	2	remov	1	1.888
273.29	2	rest	n/a	n/a
283.574	2	remov	1	1.942
288.957	2	rest	n/a	n/a
299.774	2	remov	1	1.215
303.824	2	rest	n/a	n/a
314.708	2	maint	1	1.559
319.375	2	rest	n/a	n/a
329.775	2	remov	1	1.217
334.142	2	rest	n/a	n/a
344.358	2	remov	1	1.042
348.959	2	rest	n/a	n/a
359.576	2	remov	1	1.465
363.992	2	rest	n/a	n/a
374.993	2	maint	1	1.502
379.876	2	rest	n/a	n/a
390.143	2	remov	1	1.081
394.393	2	rest	n/a	n/a
405.043	2	maint	0	0
409.843	2	rest	n/a	n/a
420.394	2	encod	1	1.703
425.227	2	rest	n/a	n/a
435.761	2	maint	1	1.149
440.127	2	rest	n/a	n/a
450.778	2	encod	1	1.153
454.828	2	rest	n/a	n/a
