onset	duration	trial_type	accuracy	response_time
8.567	2	encod	1	0.885
12.5	2	rest	n/a	n/a
23.534	2	maint	1	0.934
27.117	2	rest	n/a	n/a
37.201	2	maint	1	0.697
41.018	2	rest	n/a	n/a
52.368	2	encod	1	0.63
55.802	2	rest	n/a	n/a
66.635	2	remov	1	0.823
70.568	2	rest	n/a	n/a
80.535	2	remov	1	1.568
84.685	2	rest	n/a	n/a
95.702	2	encod	1	0.819
99.852	2	rest	n/a	n/a
110.669	2	maint	1	0.701
114.869	2	rest	n/a	n/a
126.12	2	maint	1	0.493
129.653	2	rest	n/a	n/a
140.17	2	remov	1	0.661
143.62	2	rest	n/a	n/a
154.554	2	remov	1	0.9
158.27	2	rest	n/a	n/a
169.104	2	encod	1	0.891
172.854	2	rest	n/a	n/a
183.404	2	remov	0	0.518
186.788	2	rest	n/a	n/a
197.355	2	maint	1	0.728
201.555	2	rest	n/a	n/a
212.055	2	encod	1	0.724
215.855	2	rest	n/a	n/a
226.172	2	maint	1	0.615
230.255	2	rest	n/a	n/a
240.372	2	remov	1	0.792
243.789	2	rest	n/a	n/a
254.273	2	remov	1	0.934
258.406	2	rest	n/a	n/a
268.706	2	remov	1	0.768
272.556	2	rest	n/a	n/a
282.873	2	remov	1	0.99
286.607	2	rest	n/a	n/a
297.774	2	remov	1	1.112
302.274	2	rest	n/a	n/a
312.074	2	maint	1	0.727
316.124	2	rest	n/a	n/a
327.441	2	remov	1	0.772
331.024	2	rest	n/a	n/a
340.891	2	remov	1	0.845
344.675	2	rest	n/a	n/a
355.275	2	remov	1	1.148
359.575	2	rest	n/a	n/a
369.975	2	maint	1	0.767
373.525	2	rest	n/a	n/a
383.809	2	encod	1	0.696
387.209	2	rest	n/a	n/a
397.859	2	maint	1	0.637
401.209	2	rest	n/a	n/a
411.41	2	maint	1	0.796
415.393	2	rest	n/a	n/a
426.46	2	remov	1	0.858
430.11	2	rest	n/a	n/a
