onset	duration	trial_type	accuracy	response_time
9.167	2	encod	0	0
14.5	2	rest	n/a	n/a
25.167	2	maint	0	0
30.001	2	rest	n/a	n/a
40.101	2	remov	0	0
45.234	2	rest	n/a	n/a
55.818	2	encod	0	0
60.418	2	rest	n/a	n/a
70.618	2	encod	1	0.992
74.252	2	rest	n/a	n/a
84.235	2	maint	1	1.426
88.819	2	rest	n/a	n/a
99.819	2	encod	0	0
104.719	2	rest	n/a	n/a
114.736	2	encod	0	1.906
119.669	2	rest	n/a	n/a
130.353	2	encod	0	0
135.77	2	rest	n/a	n/a
146.62	2	remov	1	1.053
150.937	2	rest	n/a	n/a
161.154	2	remov	0	0
166.237	2	rest	n/a	n/a
177.537	2	encod	1	1.422
182.254	2	rest	n/a	n/a
192.321	2	maint	1	1.039
196.438	2	rest	n/a	n/a
206.638	2	maint	0	0
212.105	2	rest	n/a	n/a
222.922	2	encod	0	1.522
227.422	2	rest	n/a	n/a
238.489	2	remov	1	1.975
243.939	2	rest	n/a	n/a
255.073	2	maint	1	1.071
258.823	2	rest	n/a	n/a
268.79	2	encod	0	1.569
273.873	2	rest	n/a	n/a
284.573	2	maint	1	0.935
288.873	2	rest	n/a	n/a
300.007	2	encod	1	1.542
304.324	2	rest	n/a	n/a
314.657	2	maint	1	1.092
319.107	2	rest	n/a	n/a
329.558	2	encod	1	1.476
333.858	2	rest	n/a	n/a
344.475	2	remov	0	0
349.908	2	rest	n/a	n/a
360.142	2	remov	0	0
365.092	2	rest	n/a	n/a
375.475	2	encod	0	0
380.292	2	rest	n/a	n/a
390.842	2	remov	0	1.256
394.693	2	rest	n/a	n/a
404.976	2	maint	0	1.385
409.01	2	rest	n/a	n/a
419.843	2	remov	0	0
425.31	2	rest	n/a	n/a
436.127	2	maint	1	1.041
440.027	2	rest	n/a	n/a
450.127	2	maint	0	0
454.911	2	rest	n/a	n/a
