onset	duration	trial_type	accuracy	response_time
8.55	2	remov	0	1.357
12.734	2	rest	n/a	n/a
23.367	2	encod	0	1.452
28.251	2	rest	n/a	n/a
38.251	2	remov	0	1.228
43.018	2	rest	n/a	n/a
54.151	2	remov	1	1.73
58.551	2	rest	n/a	n/a
69.652	2	maint	1	1.943
75.019	2	rest	n/a	n/a
85.219	2	remov	0	1.347
89.536	2	rest	n/a	n/a
99.952	2	maint	1	1.74
104.486	2	rest	n/a	n/a
115.069	2	remov	0	1.518
119.37	2	rest	n/a	n/a
130.553	2	maint	0	0
135.353	2	rest	n/a	n/a
146.437	2	maint	0	1.438
150.67	2	rest	n/a	n/a
162.204	2	remov	0	1.459
166.787	2	rest	n/a	n/a
178.054	2	encod	0	1.6
182.388	2	rest	n/a	n/a
193.555	2	maint	0	1.32
197.888	2	rest	n/a	n/a
209.088	2	encod	1	1.983
214.572	2	rest	n/a	n/a
225.872	2	remov	0	0
230.505	2	rest	n/a	n/a
241.939	2	maint	0	1.702
246.906	2	rest	n/a	n/a
258.073	2	encod	1	1.191
261.956	2	rest	n/a	n/a
273.023	2	maint	1	1.807
277.957	2	rest	n/a	n/a
288.507	2	remov	0	0
293.824	2	rest	n/a	n/a
303.79	2	maint	1	1.687
309.007	2	rest	n/a	n/a
319.674	2	remov	0	1.564
323.958	2	rest	n/a	n/a
334.241	2	remov	0	0
339.608	2	rest	n/a	n/a
350.708	2	encod	1	0.295
354.008	2	rest	n/a	n/a
363.942	2	remov	0	0
369.342	2	rest	n/a	n/a
380.192	2	maint	0	0
384.942	2	rest	n/a	n/a
395.409	2	encod	0	0
400.876	2	rest	n/a	n/a
411.56	2	remov	0	1.703
415.976	2	rest	n/a	n/a
426.977	2	remov	1	1.607
432.077	2	rest	n/a	n/a
442.894	2	encod	0	1.614
447.694	2	rest	n/a	n/a
458.594	2	encod	0	0
464.061	2	rest	n/a	n/a
