onset	duration	trial_type	accuracy	response_time
8.716	2	remov	1	1.697
13.717	2	rest	n/a	n/a
24.433	2	remov	0	0
29.184	2	rest	n/a	n/a
39.9	2	maint	0	0
45.284	2	rest	n/a	n/a
55.884	2	encod	0	1.406
60.451	2	rest	n/a	n/a
71.418	2	maint	1	1.729
76.318	2	rest	n/a	n/a
87.402	2	remov	1	1.511
91.935	2	rest	n/a	n/a
103.335	2	encod	1	1.233
107.402	2	rest	n/a	n/a
118.019	2	encod	1	1.344
122.736	2	rest	n/a	n/a
133.286	2	maint	1	0.973
137.003	2	rest	n/a	n/a
147.303	2	maint	1	1.032
150.986	2	rest	n/a	n/a
162.37	2	encod	1	1.018
166.92	2	rest	n/a	n/a
177.47	2	remov	1	1.292
182.137	2	rest	n/a	n/a
192.837	2	remov	0	0
197.554	2	rest	n/a	n/a
208.488	2	encod	1	1.506
212.771	2	rest	n/a	n/a
223.838	2	maint	1	0.928
227.455	2	rest	n/a	n/a
238.072	2	maint	1	0.812
241.622	2	rest	n/a	n/a
252.439	2	remov	1	1.024
256.922	2	rest	n/a	n/a
267.272	2	encod	1	1.19
271.322	2	rest	n/a	n/a
281.873	2	maint	1	0.878
286.023	2	rest	n/a	n/a
296.906	2	remov	1	1.1
301.473	2	rest	n/a	n/a
312.357	2	remov	1	1.259
316.857	2	rest	n/a	n/a
327.374	2	encod	0	0
332.024	2	rest	n/a	n/a
342.941	2	remov	1	1.047
346.924	2	rest	n/a	n/a
357.391	2	remov	1	0.799
361.674	2	rest	n/a	n/a
373.008	2	maint	1	1.116
377.058	2	rest	n/a	n/a
387.792	2	remov	0	0.813
391.925	2	rest	n/a	n/a
402.725	2	maint	1	1.115
406.459	2	rest	n/a	n/a
417.376	2	encod	1	1.123
422.043	2	rest	n/a	n/a
432.209	2	remov	0	0.774
436.026	2	rest	n/a	n/a
446.36	2	remov	1	0.86
450.743	2	rest	n/a	n/a
