onset	duration	trial_type	accuracy	response_time
8.15	2	remov	1	0.858
12.234	2	rest	n/a	n/a
22.401	2	remov	1	1.802
27.368	2	rest	n/a	n/a
38.201	2	remov	1	1.425
42.401	2	rest	n/a	n/a
53.468	2	maint	1	0.961
57.535	2	rest	n/a	n/a
67.985	2	encod	1	1.487
72.885	2	rest	n/a	n/a
84.002	2	remov	1	0.791
87.802	2	rest	n/a	n/a
98.203	2	encod	1	1.965
103.403	2	rest	n/a	n/a
113.52	2	remov	0	0.398
116.82	2	rest	n/a	n/a
127.503	2	maint	0	1.147
131.82	2	rest	n/a	n/a
142.904	2	maint	1	0.6
146.337	2	rest	n/a	n/a
156.987	2	remov	1	0.35
160.137	2	rest	n/a	n/a
171.254	2	encod	0	0.696
175.038	2	rest	n/a	n/a
185.871	2	maint	1	1.24
190.138	2	rest	n/a	n/a
200.422	2	remov	1	0.667
204.505	2	rest	n/a	n/a
214.539	2	maint	0	1.694
218.856	2	rest	n/a	n/a
229.656	2	remov	0	0.631
233.356	2	rest	n/a	n/a
244.19	2	encod	0	1.533
248.69	2	rest	n/a	n/a
260.14	2	maint	1	0.765
263.923	2	rest	n/a	n/a
274.757	2	remov	0	1.711
279.19	2	rest	n/a	n/a
289.791	2	remov	1	1.217
294.441	2	rest	n/a	n/a
304.541	2	maint	0	1.243
308.624	2	rest	n/a	n/a
319.325	2	maint	1	0.888
322.925	2	rest	n/a	n/a
332.758	2	maint	0	0
337.625	2	rest	n/a	n/a
348.425	2	remov	0	1.545
352.942	2	rest	n/a	n/a
364.376	2	remov	1	0.916
368.626	2	rest	n/a	n/a
379.643	2	remov	0	0.566
383.226	2	rest	n/a	n/a
393.893	2	remov	1	0.645
397.327	2	rest	n/a	n/a
407.143	2	remov	1	0.404
411.077	2	rest	n/a	n/a
421.51	2	encod	1	1.313
426.261	2	rest	n/a	n/a
437.228	2	encod	0	0.62
441.278	2	rest	n/a	n/a
