onset	duration	trial_type	accuracy	response_time
8.383	2	remov	0	0
13.234	2	rest	n/a	n/a
24.217	2	encod	0	0
29.017	2	rest	n/a	n/a
40.201	2	maint	0	0
44.951	2	rest	n/a	n/a
55.485	2	remov	0	0
60.585	2	rest	n/a	n/a
71.652	2	remov	0	0
76.935	2	rest	n/a	n/a
87.485	2	encod	0	1.997
92.836	2	rest	n/a	n/a
103.069	2	maint	0	1.213
106.869	2	rest	n/a	n/a
117.853	2	maint	1	1.063
122.053	2	rest	n/a	n/a
132.22	2	remov	0	1.01
135.92	2	rest	n/a	n/a
147.07	2	encod	1	1.262
151.67	2	rest	n/a	n/a
161.521	2	remov	1	0.851
165.521	2	rest	n/a	n/a
176.638	2	maint	1	0.928
180.855	2	rest	n/a	n/a
191.138	2	maint	0	1.086
195.438	2	rest	n/a	n/a
205.605	2	maint	1	0.78
209.389	2	rest	n/a	n/a
220.806	2	remov	1	1.08
225.372	2	rest	n/a	n/a
236.673	2	maint	1	0.937
240.806	2	rest	n/a	n/a
250.806	2	encod	1	1.141
254.907	2	rest	n/a	n/a
265.223	2	remov	1	1.075
269.29	2	rest	n/a	n/a
279.857	2	encod	1	1.565
284.307	2	rest	n/a	n/a
295.124	2	encod	1	1.289
299.508	2	rest	n/a	n/a
310.591	2	maint	1	0.892
315.041	2	rest	n/a	n/a
325.275	2	remov	0	0.676
329.225	2	rest	n/a	n/a
339.775	2	maint	1	1.074
343.859	2	rest	n/a	n/a
354.259	2	encod	1	1.08
358.692	2	rest	n/a	n/a
370.076	2	encod	0	0.995
374.326	2	rest	n/a	n/a
384.876	2	maint	1	0.902
389.343	2	rest	n/a	n/a
399.86	2	encod	1	0.818
403.544	2	rest	n/a	n/a
413.46	2	encod	1	0.89
417.811	2	rest	n/a	n/a
428.011	2	maint	1	0.698
431.811	2	rest	n/a	n/a
442.978	2	remov	1	0.757
446.995	2	rest	n/a	n/a
