onset	duration	trial_type	accuracy	response_time
8.634	2	encod	0	0
13.85	2	rest	n/a	n/a
23.751	2	encod	0	0
28.634	2	rest	n/a	n/a
38.751	2	maint	0	0
43.468	2	rest	n/a	n/a
54.168	2	encod	0	0
59.018	2	rest	n/a	n/a
69.202	2	remov	0	0
74.018	2	rest	n/a	n/a
85.035	2	maint	0	0
90.402	2	rest	n/a	n/a
101.086	2	maint	0	0
105.652	2	rest	n/a	n/a
116.919	2	maint	0	0
121.586	2	rest	n/a	n/a
131.903	2	remov	0	0
136.77	2	rest	n/a	n/a
147.337	2	maint	0	0
152.554	2	rest	n/a	n/a
163.621	2	encod	0	0
168.954	2	rest	n/a	n/a
178.838	2	remov	0	0
184.354	2	rest	n/a	n/a
195.438	2	maint	0	0
200.305	2	rest	n/a	n/a
211.055	2	encod	0	0
216.589	2	rest	n/a	n/a
226.972	2	encod	0	0
232.072	2	rest	n/a	n/a
242.756	2	remov	0	0
247.656	2	rest	n/a	n/a
258.173	2	encod	0	0
263.44	2	rest	n/a	n/a
274.306	2	encod	0	0
279.073	2	rest	n/a	n/a
289.69	2	remov	0	0
295.007	2	rest	n/a	n/a
305.441	2	encod	0	0
310.474	2	rest	n/a	n/a
321.424	2	maint	0	0
326.774	2	rest	n/a	n/a
337.675	2	encod	0	0
343.125	2	rest	n/a	n/a
354.158	2	encod	0	0
358.875	2	rest	n/a	n/a
369.925	2	remov	0	0
375.009	2	rest	n/a	n/a
385.959	2	encod	0	0
391.193	2	rest	n/a	n/a
401.376	2	remov	0	0
406.543	2	rest	n/a	n/a
416.893	2	remov	0	0
422.21	2	rest	n/a	n/a
432.177	2	maint	0	0
437.327	2	rest	n/a	n/a
448.127	2	remov	0	0
453.527	2	rest	n/a	n/a
464.111	2	maint	0	0
469.428	2	rest	n/a	n/a
