onset	duration	trial_type	accuracy	response_time
8.867	2	maint	0	0
13.584	2	rest	n/a	n/a
24.051	2	encod	0	1.243
28.368	2	rest	n/a	n/a
38.818	2	maint	1	1.001
42.751	2	rest	n/a	n/a
52.902	2	encod	1	1.026
56.952	2	rest	n/a	n/a
68.402	2	maint	1	1.978
73.485	2	rest	n/a	n/a
84.336	2	maint	1	1.384
89.136	2	rest	n/a	n/a
99.736	2	encod	0	1.25
104.553	2	rest	n/a	n/a
115.17	2	remov	1	1.612
120.253	2	rest	n/a	n/a
130.57	2	encod	0	1.058
134.337	2	rest	n/a	n/a
145.12	2	maint	1	1.119
148.854	2	rest	n/a	n/a
159.654	2	maint	1	1.165
164.354	2	rest	n/a	n/a
175.504	2	encod	1	1.086
179.438	2	rest	n/a	n/a
189.605	2	remov	1	1.982
194.722	2	rest	n/a	n/a
204.688	2	remov	1	1.446
209.589	2	rest	n/a	n/a
219.906	2	encod	1	1.193
224.656	2	rest	n/a	n/a
235.189	2	maint	0	0
240.423	2	rest	n/a	n/a
250.806	2	maint	0	0
256.34	2	rest	n/a	n/a
266.29	2	encod	0	1.246
270.557	2	rest	n/a	n/a
280.924	2	encod	0	1.174
284.874	2	rest	n/a	n/a
296.224	2	remov	1	1.682
300.857	2	rest	n/a	n/a
310.841	2	encod	1	1.446
315.724	2	rest	n/a	n/a
326.275	2	encod	0	1.502
331.175	2	rest	n/a	n/a
341.975	2	encod	1	1.153
345.742	2	rest	n/a	n/a
356.659	2	maint	1	1.67
360.909	2	rest	n/a	n/a
370.809	2	maint	1	1.774
375.809	2	rest	n/a	n/a
386.243	2	maint	0	0
391.11	2	rest	n/a	n/a
401.51	2	maint	0	1.042
405.36	2	rest	n/a	n/a
415.927	2	remov	1	1.281
420.227	2	rest	n/a	n/a
430.594	2	encod	1	1.662
435.677	2	rest	n/a	n/a
446.128	2	maint	1	1.833
451.344	2	rest	n/a	n/a
