onset	duration	trial_type	accuracy	response_time
8.517	2	remov	1	1.372
13.167	2	rest	n/a	n/a
24.117	2	maint	1	1.716
28.701	2	rest	n/a	n/a
39.801	2	encod	1	1.267
44.068	2	rest	n/a	n/a
54.685	2	encod	1	1.114
58.935	2	rest	n/a	n/a
69.935	2	encod	1	1.101
74.452	2	rest	n/a	n/a
85.202	2	remov	1	1.366
89.485	2	rest	n/a	n/a
100.519	2	maint	1	1.661
104.802	2	rest	n/a	n/a
115.936	2	maint	1	0.967
120.22	2	rest	n/a	n/a
130.687	2	encod	1	1.057
135.053	2	rest	n/a	n/a
145.754	2	maint	1	1.004
149.92	2	rest	n/a	n/a
160.154	2	maint	1	1.36
164.987	2	rest	n/a	n/a
175.921	2	remov	1	0.949
179.838	2	rest	n/a	n/a
190.455	2	maint	1	1.475
195.188	2	rest	n/a	n/a
206.022	2	remov	1	1.33
210.072	2	rest	n/a	n/a
220.589	2	maint	1	1.33
224.655	2	rest	n/a	n/a
234.872	2	encod	1	1.062
239.056	2	rest	n/a	n/a
249.789	2	maint	1	1.615
254.806	2	rest	n/a	n/a
264.606	2	maint	1	1.763
269.04	2	rest	n/a	n/a
279.907	2	maint	1	1.283
283.94	2	rest	n/a	n/a
294.324	2	remov	1	1.25
298.324	2	rest	n/a	n/a
308.457	2	maint	1	1.23
312.974	2	rest	n/a	n/a
323.825	2	remov	1	1.21
328.258	2	rest	n/a	n/a
339.358	2	remov	1	1.059
343.475	2	rest	n/a	n/a
354.525	2	remov	1	1.045
358.192	2	rest	n/a	n/a
369.026	2	encod	1	1.108
372.709	2	rest	n/a	n/a
383.526	2	remov	1	1.256
388.31	2	rest	n/a	n/a
398.143	2	remov	1	1.946
403.56	2	rest	n/a	n/a
414.427	2	encod	1	1.247
418.51	2	rest	n/a	n/a
428.31	2	encod	1	1.502
432.377	2	rest	n/a	n/a
442.994	2	maint	1	1.156
447.478	2	rest	n/a	n/a
