onset	duration	trial_type	accuracy	response_time
8.833	2	encod	1	1.868
13.75	2	rest	n/a	n/a
24.117	2	remov	0	1.003
27.701	2	rest	n/a	n/a
37.884	2	encod	1	0.971
42.084	2	rest	n/a	n/a
52.818	2	encod	1	0.727
57.101	2	rest	n/a	n/a
68.452	2	remov	1	0.865
72.385	2	rest	n/a	n/a
82.752	2	maint	1	0.623
85.985	2	rest	n/a	n/a
95.902	2	remov	1	0.939
100.386	2	rest	n/a	n/a
110.369	2	maint	1	0.821
114.019	2	rest	n/a	n/a
124.986	2	encod	1	1.282
128.936	2	rest	n/a	n/a
139.353	2	remov	0	0.86
143.47	2	rest	n/a	n/a
153.82	2	encod	1	0.858
157.704	2	rest	n/a	n/a
168.954	2	maint	0	0.972
173.354	2	rest	n/a	n/a
184.288	2	remov	1	0.893
188.438	2	rest	n/a	n/a
198.905	2	encod	0	1.04
203.105	2	rest	n/a	n/a
213.888	2	maint	1	0.986
217.789	2	rest	n/a	n/a
228.755	2	remov	1	0.852
232.822	2	rest	n/a	n/a
243.323	2	maint	1	0.971
247.323	2	rest	n/a	n/a
257.123	2	encod	1	1.681
261.69	2	rest	n/a	n/a
272.24	2	maint	1	0.554
275.723	2	rest	n/a	n/a
286.04	2	remov	1	0.791
289.64	2	rest	n/a	n/a
300.574	2	encod	1	1.163
304.907	2	rest	n/a	n/a
315.174	2	maint	0	0
320.141	2	rest	n/a	n/a
330.691	2	encod	1	0.977
334.941	2	rest	n/a	n/a
345.242	2	encod	1	0.948
349.425	2	rest	n/a	n/a
360.175	2	encod	1	0.857
363.609	2	rest	n/a	n/a
373.926	2	maint	1	1.349
378.192	2	rest	n/a	n/a
388.593	2	encod	1	0.694
392.309	2	rest	n/a	n/a
403.51	2	encod	1	0.9
407.16	2	rest	n/a	n/a
418.31	2	remov	0	0.643
422.51	2	rest	n/a	n/a
432.994	2	encod	1	0.983
437.127	2	rest	n/a	n/a
