onset	duration	trial_type	accuracy	response_time
8.65	2	remov	1	1.55
13.117	2	rest	n/a	n/a
23.517	2	encod	0	0
28.768	2	rest	n/a	n/a
39.168	2	encod	0	0
43.885	2	rest	n/a	n/a
54.618	2	remov	1	1.082
58.535	2	rest	n/a	n/a
69.302	2	encod	1	1.065
73.519	2	rest	n/a	n/a
83.352	2	encod	1	1.112
87.602	2	rest	n/a	n/a
97.936	2	encod	1	0.824
101.886	2	rest	n/a	n/a
112.436	2	remov	1	1.36
116.436	2	rest	n/a	n/a
127.07	2	encod	0	0
132.537	2	rest	n/a	n/a
143.304	2	encod	0	1.135
147.404	2	rest	n/a	n/a
158.021	2	encod	0	1.235
162.188	2	rest	n/a	n/a
173.221	2	encod	1	1.258
178.038	2	rest	n/a	n/a
189.372	2	maint	1	1.039
193.072	2	rest	n/a	n/a
203.039	2	encod	1	0.929
207.322	2	rest	n/a	n/a
217.889	2	remov	1	1.228
222.539	2	rest	n/a	n/a
233.356	2	maint	1	0.694
237.339	2	rest	n/a	n/a
247.573	2	maint	1	1.04
251.823	2	rest	n/a	n/a
261.973	2	encod	1	0.571
265.873	2	rest	n/a	n/a
276.824	2	remov	1	0.984
280.557	2	rest	n/a	n/a
291.574	2	remov	1	1.175
295.958	2	rest	n/a	n/a
307.091	2	encod	1	0.699
311.358	2	rest	n/a	n/a
322.042	2	encod	1	1.225
325.942	2	rest	n/a	n/a
335.992	2	remov	0	1.048
339.975	2	rest	n/a	n/a
350.042	2	maint	1	1.32
354.226	2	rest	n/a	n/a
365.509	2	remov	0	1.055
369.593	2	rest	n/a	n/a
380.043	2	encod	1	1.824
384.726	2	rest	n/a	n/a
394.86	2	remov	1	1.344
399.043	2	rest	n/a	n/a
410.194	2	remov	1	1.076
414.477	2	rest	n/a	n/a
424.561	2	maint	0	1.122
428.544	2	rest	n/a	n/a
438.761	2	maint	1	0.738
442.544	2	rest	n/a	n/a
