onset	duration	trial_type	accuracy	response_time
9	2	remov	1	1.346
13	2	rest	n/a	n/a
24	2	remov	1	1.141
27.917	2	rest	n/a	n/a
38.75	2	maint	1	1.185
42.651	2	rest	n/a	n/a
53.684	2	remov	1	1.109
57.484	2	rest	n/a	n/a
69.001	2	remov	0	1.004
72.585	2	rest	n/a	n/a
83.202	2	remov	1	1.391
87.285	2	rest	n/a	n/a
98.202	2	maint	1	1.199
102.685	2	rest	n/a	n/a
113.086	2	encod	0	0
117.786	2	rest	n/a	n/a
127.986	2	encod	1	1.294
132.186	2	rest	n/a	n/a
142.77	2	encod	0	0
147.953	2	rest	n/a	n/a
158.354	2	encod	1	1.51
162.787	2	rest	n/a	n/a
173.837	2	encod	1	1.083
178.221	2	rest	n/a	n/a
188.621	2	encod	0	1.772
193.071	2	rest	n/a	n/a
204.271	2	remov	0	0
209.755	2	rest	n/a	n/a
219.472	2	remov	1	1.669
224.339	2	rest	n/a	n/a
234.622	2	remov	0	1.589
239.639	2	rest	n/a	n/a
249.989	2	remov	1	1.242
254.773	2	rest	n/a	n/a
265.34	2	maint	1	0.954
269.456	2	rest	n/a	n/a
280.44	2	remov	1	1.426
284.74	2	rest	n/a	n/a
295.74	2	maint	0	1.839
300.39	2	rest	n/a	n/a
311.907	2	encod	0	0
317.407	2	rest	n/a	n/a
327.941	2	remov	1	1.096
332.408	2	rest	n/a	n/a
343.141	2	encod	1	1.749
348.325	2	rest	n/a	n/a
358.392	2	remov	1	1.442
362.909	2	rest	n/a	n/a
373.759	2	maint	0	0
378.976	2	rest	n/a	n/a
389.726	2	maint	1	1.152
393.826	2	rest	n/a	n/a
404.626	2	remov	1	1.119
408.826	2	rest	n/a	n/a
419.793	2	encod	1	1.079
423.777	2	rest	n/a	n/a
434.76	2	maint	0	1.157
439.077	2	rest	n/a	n/a
449.678	2	encod	0	1.864
455.111	2	rest	n/a	n/a
