onset	duration	trial_type	accuracy	response_time
8.65	2	encod	0	1.613
13.1	2	rest	n/a	n/a
23.534	2	maint	1	1.042
27.834	2	rest	n/a	n/a
37.751	2	encod	1	1.342
42.584	2	rest	n/a	n/a
53.034	2	maint	1	1.282
57.001	2	rest	n/a	n/a
67.618	2	encod	1	1.672
72.635	2	rest	n/a	n/a
83.985	2	encod	1	1.071
88.452	2	rest	n/a	n/a
98.752	2	encod	0	0
103.352	2	rest	n/a	n/a
114.286	2	encod	1	0.952
118.503	2	rest	n/a	n/a
129.12	2	remov	0	0.885
132.886	2	rest	n/a	n/a
142.77	2	encod	0	0.735
146.687	2	rest	n/a	n/a
157.304	2	maint	0	0
162.554	2	rest	n/a	n/a
173.137	2	maint	1	1.819
178.238	2	rest	n/a	n/a
189.038	2	maint	1	1.252
193.638	2	rest	n/a	n/a
204.672	2	encod	1	0.973
208.322	2	rest	n/a	n/a
218.439	2	encod	0	0.846
222.172	2	rest	n/a	n/a
232.122	2	maint	0	1.66
236.839	2	rest	n/a	n/a
246.506	2	maint	1	1.042
250.473	2	rest	n/a	n/a
261.206	2	maint	1	0.755
265.14	2	rest	n/a	n/a
275.873	2	remov	1	0.827
279.407	2	rest	n/a	n/a
290.59	2	encod	1	0.885
294.407	2	rest	n/a	n/a
304.891	2	encod	1	0.832
309.257	2	rest	n/a	n/a
319.558	2	encod	1	1.451
323.991	2	rest	n/a	n/a
334.558	2	maint	1	1.235
339.175	2	rest	n/a	n/a
349.558	2	maint	1	1.326
354.192	2	rest	n/a	n/a
364.975	2	encod	1	1.167
368.792	2	rest	n/a	n/a
379.209	2	remov	0	1.01
382.959	2	rest	n/a	n/a
394.426	2	encod	1	0.691
398.393	2	rest	n/a	n/a
408.643	2	maint	1	0.858
412.393	2	rest	n/a	n/a
423.244	2	encod	1	0.593
426.527	2	rest	n/a	n/a
436.777	2	remov	1	0.872
441.011	2	rest	n/a	n/a
