onset	duration	trial_type	accuracy	response_time
8.433	2	maint	1	0.934
12.167	2	rest	n/a	n/a
23.417	2	maint	1	1.344
28.117	2	rest	n/a	n/a
38.701	2	remov	1	1.069
43.117	2	rest	n/a	n/a
53.351	2	maint	1	0.902
57.501	2	rest	n/a	n/a
67.968	2	maint	1	1.373
72.385	2	rest	n/a	n/a
83.302	2	maint	1	1.133
87.352	2	rest	n/a	n/a
98.135	2	encod	0	0
103.652	2	rest	n/a	n/a
114.119	2	maint	0	1.256
118.569	2	rest	n/a	n/a
129.92	2	encod	0	1.042
134.503	2	rest	n/a	n/a
145.153	2	maint	1	0.856
148.953	2	rest	n/a	n/a
158.737	2	remov	1	1.155
162.77	2	rest	n/a	n/a
173.421	2	encod	1	0.953
177.421	2	rest	n/a	n/a
188.204	2	maint	1	1.314
192.355	2	rest	n/a	n/a
202.821	2	remov	1	0.984
206.855	2	rest	n/a	n/a
217.322	2	maint	1	1.371
221.955	2	rest	n/a	n/a
232.989	2	remov	1	1.29
237.489	2	rest	n/a	n/a
247.806	2	remov	1	1.541
252.256	2	rest	n/a	n/a
263.54	2	encod	1	0.767
267.023	2	rest	n/a	n/a
277.49	2	encod	1	0.991
281.64	2	rest	n/a	n/a
291.474	2	encod	1	0.958
295.424	2	rest	n/a	n/a
305.707	2	encod	1	1.104
309.907	2	rest	n/a	n/a
320.308	2	maint	0	1.487
324.891	2	rest	n/a	n/a
335.641	2	encod	0	1.03
339.858	2	rest	n/a	n/a
350.092	2	encod	1	1.399
354.409	2	rest	n/a	n/a
365.359	2	encod	1	0.954
369.276	2	rest	n/a	n/a
379.509	2	encod	1	1.119
383.693	2	rest	n/a	n/a
394.393	2	encod	1	0.861
398.493	2	rest	n/a	n/a
408.727	2	remov	1	1.033
412.743	2	rest	n/a	n/a
423.877	2	remov	1	1.256
428.594	2	rest	n/a	n/a
438.694	2	encod	1	0.839
442.394	2	rest	n/a	n/a
