onset	duration	trial_type	accuracy	response_time
8.95	2	remov	1	0.907
12.967	2	rest	n/a	n/a
23.151	2	encod	1	0.778
26.651	2	rest	n/a	n/a
37.251	2	maint	1	0.84
41.151	2	rest	n/a	n/a
52.201	2	remov	1	1.017
56.101	2	rest	n/a	n/a
66.852	2	encod	1	0.79
70.935	2	rest	n/a	n/a
81.652	2	maint	1	0.743
85.669	2	rest	n/a	n/a
95.886	2	encod	1	1.108
100.502	2	rest	n/a	n/a
110.569	2	remov	1	1.51
115.236	2	rest	n/a	n/a
126.67	2	maint	1	0.907
130.687	2	rest	n/a	n/a
140.787	2	encod	1	0.748
144.887	2	rest	n/a	n/a
155.804	2	remov	1	0.97
160.154	2	rest	n/a	n/a
170.354	2	encod	1	0.897
174.104	2	rest	n/a	n/a
184.988	2	maint	1	0.765
189.055	2	rest	n/a	n/a
199.038	2	remov	1	0.79
202.455	2	rest	n/a	n/a
212.539	2	maint	1	0.805
216.072	2	rest	n/a	n/a
227.072	2	encod	1	0.829
231.306	2	rest	n/a	n/a
241.789	2	remov	1	0.869
245.939	2	rest	n/a	n/a
256.906	2	maint	1	0.811
260.523	2	rest	n/a	n/a
270.607	2	encod	0	0.913
274.273	2	rest	n/a	n/a
284.957	2	encod	1	0.816
288.39	2	rest	n/a	n/a
298.857	2	maint	1	0.739
302.624	2	rest	n/a	n/a
313.474	2	remov	1	0.838
317.424	2	rest	n/a	n/a
328.791	2	encod	1	0.946
333.241	2	rest	n/a	n/a
343.442	2	remov	1	0.796
346.842	2	rest	n/a	n/a
357.092	2	maint	1	1.026
360.709	2	rest	n/a	n/a
371.742	2	maint	1	0.808
375.543	2	rest	n/a	n/a
386.759	2	encod	1	0.74
390.343	2	rest	n/a	n/a
401.26	2	maint	1	0.91
404.86	2	rest	n/a	n/a
415.327	2	maint	1	1.008
419.71	2	rest	n/a	n/a
430.127	2	remov	0	1.081
434.144	2	rest	n/a	n/a
